Id Database record;Name_site;Province;Country;Region;Laboratory;CRA;Error;Life;Method;Sample;Type;Specie;13C;15N;CN;Level;SU or UE;Periodization;Phase;Cultural_horizon;Cultural info;LongGM;LatGM;Short reference;Bibliography
629;Laghetti del Cretoso;P. Lombardía;Italy;West Mediterranean;HAR-8871;6790;120;Long;Conventional;Charcoal;n.d;n.d;;;;2;Hearth 1;Mesolithic;Late;Castelnovian B;Presence of trapezes and microburins;10.3147;45.855;Baroni y Biagi 1997;Baroni, C., Biagi, P. 1997. Excavations at the high Altitude Mesolithic Site of Laghetti del Crestoso (Bovegno, Brescia – Northen Italy). Anateo di Brescia
652;Malga  Rondeneto;P. Lombardía;Italy;West Mediterranean;GrN-19590;8880;150;Long;Conventional;Charcoal;n.d;Picea / Larix;-25.5;;;;Hearth;Mesolithic;Early;Sauveterrian;;10.3147;45.855;Skeates y Whitehouse 1999;Skeates, R., Whitehouse, R., 1999. New radiocarbon Dates for prehistoric italy, 3. Accord. Res. Pap. 7, 149–162.
806;Pozza sotto lo Splaza;P. Lombardía;Italy;West Mediterranean;GrN-20889;5550;50;Long;Conventional;Charcoal;n.d;Picea / Larix;-24.06;;;;;Mesolithic;Late;;Radiocarbon date too recent. Non diagnostic lithics;10.3147;45.855;Skeates y Whitehouse 1999;Skeates, R., Whitehouse, R., 1999. New radiocarbon Dates for prehistoric italy, 3. Accord. Res. Pap. 7, 149–162.
46;Ala Le Corone;P. Trentino;Italy;West Mediterranean;KIA-30570;6627;33;Long;AMS;Charcoal;Singular;n.d;;;;Contact with Neo level;SU 14;Mesolithic;Late;Castelnovian B;No Lithics;11.1273;46.095;Facchinetti 2012;https://www.researchgate.net/publication/292100076_Il_riparo_sottoroccia_di_Ala_Le_Corone_Trento_in_Valle_dell'Adige_Considerazioni_preliminari_sulla_sequenza_stratigrafica_e_culturale_in_Il_Baldo_nell'antichita_Atti_del_Primo_Incontro_di_Studi_e_Rice
840;Riparo di Fontana Nuova;P. Sicilia;Italy;West Mediterranean;MAMS-30660;8675;25;Short;AMS;Tooth;Singular;Human;;;;;;Mesolithic;Early;Epipaleolithic Indiferenziato;; 13.443337; 38.034460;Fabbri y Lo Vetro 2021;Fabbri, F., Lo Vetro, D. 2021. Le sepolture e resti umani del paeolitico superiore e del mesolitico ritrovati in Sicilia, in: Sarti, L., Martini, F.. (Ed.), Una preziosa eredità. Scritti in ricordo di Arturo Palma di Cesnola. Museo e istituto fiorentino di preistoria, Firenze, pp. 221–241.
841;Riparo di Fontana Nuova;P. Sicilia;Italy;West Mediterranean;MAMS-30663;8658;25;Short;AMS;Tooth;Singular;Human;;;;;;Mesolithic;Early;Epipaleolithic Indiferenziato;; 13.443337; 38.034460;Fabbri y Lo Vetro 2021;Fabbri, F., Lo Vetro, D. 2021. Le sepolture e resti umani del paeolitico superiore e del mesolitico ritrovati in Sicilia, in: Sarti, L., Martini, F.. (Ed.), Una preziosa eredità. Scritti in ricordo di Arturo Palma di Cesnola. Museo e istituto fiorentino di preistoria, Firenze, pp. 221–241.
555;Grotta delle Molara;P. Sicilia;Italy;West Mediterranean;OxA-534;8600;100;Short;AMS;Bone;Singular;Human;;;;;;Mesolithic;Early;;; 13.302856; 38.137214;Fabbri y Lo Vetro 2021;Fabbri, F., Lo Vetro, D. 2021. Le sepolture e resti umani del paeolitico superiore e del mesolitico ritrovati in Sicilia, in: Sarti, L., Martini, F.. (Ed.), Una preziosa eredità. Scritti in ricordo di Arturo Palma di Cesnola. Museo e istituto fiorentino di preistoria, Firenze, pp. 221–241.
556;Grotta delle Molara;P. Sicilia;Italy;West Mediterranean;KIA-36052;8365;40;Short;AMS;Bone;Singular;Human;;;;;;Mesolithic;Early;;; 13.302856; 38.137214;Fabbri y Lo Vetro 2021;Fabbri, F., Lo Vetro, D. 2021. Le sepolture e resti umani del paeolitico superiore e del mesolitico ritrovati in Sicilia, in: Sarti, L., Martini, F.. (Ed.), Una preziosa eredità. Scritti in ricordo di Arturo Palma di Cesnola. Museo e istituto fiorentino di preistoria, Firenze, pp. 221–241.
589;Isollida Complex;P. Sicilia;Italy;West Mediterranean;OxA-18071;8785;45;Short;AMS;Shell;Singular;Phorcus turbinatus;;;;17 upper;SU 21;Mesolithic;Early;;Epigravettian tradition / Sauveterrian; 12.73674; 38.142990;Lo Vetro et al. 2016;Lo Vetro, D., Colonese, AC., Mannino, MA., Thomas, KD., Guiseppe, Z., Martini, F. 2016. The Mesolithic occupation at Isolidda (San Vito Lo Capo), Sicilia. Preistoria Alpina 48, pp. 239-245
590;Isollida Complex;P. Sicilia;Italy;West Mediterranean;OxA-18069;8685;40;Short;AMS;Shell;Singular;Phorcus turbinatus;;;;15 lower;SU 25;Mesolithic;Early;;Epigravettian tradition / Sauveterrian; 12.73674; 38.142990;Lo Vetro et al. 2016;Lo Vetro, D., Colonese, AC., Mannino, MA., Thomas, KD., Guiseppe, Z., Martini, F. 2016. The Mesolithic occupation at Isolidda (San Vito Lo Capo), Sicilia. Preistoria Alpina 48, pp. 239-245
591;Isollida Complex;P. Sicilia;Italy;West Mediterranean;OxA-18070;8620;45;Short;AMS;Shell;Singular;Phorcus turbinatus;;;;16 upper;SU 25;Mesolithic;Early;;Epigravettian tradition / Sauveterrian; 12.73674; 38.142990;Lo Vetro et al. 2016;Lo Vetro, D., Colonese, AC., Mannino, MA., Thomas, KD., Guiseppe, Z., Martini, F. 2016. The Mesolithic occupation at Isolidda (San Vito Lo Capo), Sicilia. Preistoria Alpina 48, pp. 239-245
520;Grotta dell'Addaura-Caprara;P. Sicilia;Italy;West Mediterranean;KIA-36053;8380;40;Short;AMS;Bone;Singular;Human;;;;;;Mesolithic;Early;;Non lithic information; 13.355164; 38.173956;Fabbri y Lo Vetro 2021;Fabbri, F., Lo Vetro, D. 2021. Le sepolture e resti umani del paeolitico superiore e del mesolitico ritrovati in Sicilia, in: Sarti, L., Martini, F.. (Ed.), Una preziosa eredità. Scritti in ricordo di Arturo Palma di Cesnola. Museo e istituto fiorentino di preistoria, Firenze, pp. 221–241.
521;Grotta dell'Addaura-Caprara;P. Sicilia;Italy;West Mediterranean;KIA-36054;8330;40;Short;AMS;Bone;Singular;Human;;;;Trench IV;layer 20;Mesolithic;Early;;Non lithic information; 13.355164; 38.173956;Fabbri y Lo Vetro 2021;Fabbri, F., Lo Vetro, D. 2021. Le sepolture e resti umani del paeolitico superiore e del mesolitico ritrovati in Sicilia, in: Sarti, L., Martini, F.. (Ed.), Una preziosa eredità. Scritti in ricordo di Arturo Palma di Cesnola. Museo e istituto fiorentino di preistoria, Firenze, pp. 221–241.
298;Cova Foradada;Alacant;Spain;West Mediterranean;Beta-1676654;7770;50;Short;Conventional;Bone;Singular;Human;;;;Sector II;Nivel II;Mesolithic;;Mixed cultural horizons;Palaeolothic industry;  0.170385; 38.814924;Casabó 2014;Casabó, J. 2014. La esfera de Cova Foradada (Xàbia, Marina Alta), un objeto singular de los inicios del paleolítico superior. Quaderns de Prehistoria i Arqueologia de Castelló, 32: 5-12
498;Grotta Corbeddu;P. Cerdeña;Italy;West Mediterranean;GrN-11434;9120;380;n.d;Conventional;n.d;n.d;n.d;;;;Hall 2;Trench 2;Mesolithic;;;;9.486550; 40.255502;Luglié 2018;Luglié, C., 2018. Your path led trough the sea ... The emergence of Neolithic in Sardinia and Corsica. Quat. Int. 1–16. https://doi.org/10.1016/j.quaint.2017.12.032
499;Grotta Corbeddu;P. Cerdeña;Italy;West Mediterranean;UtC-726;8960;110;n.d;n.d;Charcoal;n.d;n.d;;;;Hall 1;Trench b, base;Mesolithic;;;;9.486550; 40.255502;Luglié 2018;Luglié, C., 2018. Your path led trough the sea ... The emergence of Neolithic in Sardinia and Corsica. Quat. Int. 1–16. https://doi.org/10.1016/j.quaint.2017.12.032
500;Grotta Corbeddu;P. Cerdeña;Italy;West Mediterranean;UtC-300;8750;140;Short;n.d;Bone;n.d;Prolagus sardus;;;;Hall 2;Trench 2;Mesolithic;;;;9.486550; 40.255502;Luglié 2018;Luglié, C., 2018. Your path led trough the sea ... The emergence of Neolithic in Sardinia and Corsica. Quat. Int. 1–16. https://doi.org/10.1016/j.quaint.2017.12.032
501;Grotta Corbeddu;P. Cerdeña;Italy;West Mediterranean;UtC-235;8160;130;Long;n.d;Charcoal;n.d;n.d;;;;Hall 2;Trench 2 top;Mesolithic;;;;9.486550; 40.255502;Luglié 2018;Luglié, C., 2018. Your path led trough the sea ... The emergence of Neolithic in Sardinia and Corsica. Quat. Int. 1–16. https://doi.org/10.1016/j.quaint.2017.12.032
502;Grotta Corbeddu;P. Cerdeña;Italy;West Mediterranean;UtC-22;8040;180;Long;n.d;Charcoal;n.d;n.d;;;;Hall 2;Trench 1 base;Mesolithic;;;;9.486550; 40.255502;Luglié 2018;Luglié, C., 2018. Your path led trough the sea ... The emergence of Neolithic in Sardinia and Corsica. Quat. Int. 1–16. https://doi.org/10.1016/j.quaint.2017.12.032
503;Grotta Corbeddu;P. Cerdeña;Italy;West Mediterranean;UtC-301;7860;130;Short;n.d;Bone;n.d;Wildlife / fauna;;;;Hall 2;Trench 2 top;Mesolithic;;;;9.486550; 40.255502;Luglié 2018;Luglié, C., 2018. Your path led trough the sea ... The emergence of Neolithic in Sardinia and Corsica. Quat. Int. 1–16. https://doi.org/10.1016/j.quaint.2017.12.032
606;Keputa Cave;Blk. Mirditë;Albania;West Balkans;Col-3012.1.1;8263;41;Long;AMS;Charcoal;Singular;n.d;;;;Trench A;Fireplace (5 cm);Mesolithic;Early;;; 20.009020; 41.713283;Hauck et al. 2017;Hauk, T., Ruka, R., Gjiplai, I., Richter, J., Nolde, N. 2017. German Albanian Palaeolithic Programme (GAP): A status report. In Vocation préhistorie. Hommage à Jean Marie Le Tensorer, 159-173
607;Keputa Cave;Blk. Mirditë;Albania;West Balkans;Col-3013.1.1;8579;42;Long;AMS;Charcoal;Singular;n.d;;;;Trench A;Fireplace (5 cm);Mesolithic;Early;;; 20.009020; 41.713283;Hauck et al. 2017;Hauk, T., Ruka, R., Gjiplai, I., Richter, J., Nolde, N. 2017. German Albanian Palaeolithic Programme (GAP): A status report. In Vocation préhistorie. Hommage à Jean Marie Le Tensorer, 159-173
714;Nezir Cave;Blk. Mirditë;Albania;West Balkans;Beta-426502;9170;30;Long;AMS;Charcoal;Singular;n.d;;;;Trench 2;Layer 4;Mesolithic;Early;;; 20.002871; 41.716057;Hauck et al. 2017;Hauk, T., Ruka, R., Gjiplai, I., Richter, J., Nolde, N. 2017. German Albanian Palaeolithic Programme (GAP): A status report. In Vocation préhistorie. Hommage à Jean Marie Le Tensorer, 159-173
715;Nezir Cave;Blk. Mirditë;Albania;West Balkans;Beta-426505;9310;30;Long;AMS;Charcoal;Singular;n.d;;;;Trench 2;Layer 4;Mesolithic;Early;;; 20.002871; 41.716057;Hauck et al. 2017;Hauk, T., Ruka, R., Gjiplai, I., Richter, J., Nolde, N. 2017. German Albanian Palaeolithic Programme (GAP): A status report. In Vocation préhistorie. Hommage à Jean Marie Le Tensorer, 159-173
716;Nezir Cave;Blk. Mirditë;Albania;West Balkans;Beta-426507;9020;30;Long;AMS;Charcoal;Singular;n.d;;;;Trench 2;Layer 6;Mesolithic;Early;;; 20.002871; 41.716057;Hauck et al. 2017;Hauk, T., Ruka, R., Gjiplai, I., Richter, J., Nolde, N. 2017. German Albanian Palaeolithic Programme (GAP): A status report. In Vocation préhistorie. Hommage à Jean Marie Le Tensorer, 159-173
370;Curacchiaghju;P. Cerdeña;Italy;West Mediterranean;Gif-795;8560;170;Long;Conventional;Charcoal;n.d;n.d;;;;Level 7;117 cm;Mesolithic;;;;  8.842015; 41.752429;Luglié 2018;Luglié, C., 2018. Your path led trough the sea ... The emergence of Neolithic in Sardinia and Corsica. Quat. Int. 1–16. https://doi.org/10.1016/j.quaint.2017.12.032
371;Curacchiaghju;P. Cerdeña;Italy;West Mediterranean;Gif-1963;8300;150;Long;Conventional;Charcoal;n.d;n.d;;;;Level 8;120 cm;Mesolithic;;;;  8.842015; 41.752429;Luglié 2018;Luglié, C., 2018. Your path led trough the sea ... The emergence of Neolithic in Sardinia and Corsica. Quat. Int. 1–16. https://doi.org/10.1016/j.quaint.2017.12.032
372;Curacchiaghju;P. Cerdeña;Italy;West Mediterranean;Gif-1962;7600;150;Long;Conventional;Charcoal;n.d;n.d;;;;Level 6c;;Mesolithic;;;;  8.842015; 41.752429;Luglié 2018;Luglié, C., 2018. Your path led trough the sea ... The emergence of Neolithic in Sardinia and Corsica. Quat. Int. 1–16. https://doi.org/10.1016/j.quaint.2017.12.032
373;Curacchiaghju;P. Cerdeña;Italy;West Mediterranean;Gif-1961;7310;170;Long;Conventional;Charcoal;n.d;n.d;;;;Level 6a;;Mesolithic;;;;  8.842015; 41.752429;Luglié 2018;Luglié, C., 2018. Your path led trough the sea ... The emergence of Neolithic in Sardinia and Corsica. Quat. Int. 1–16. https://doi.org/10.1016/j.quaint.2017.12.032
374;Curacchiaghju;P. Cerdeña;Italy;West Mediterranean;Gif-796;7300;160;Long;Conventional;Charcoal;n.d;n.d;;;;Level 6;;Mesolithic;;;;  8.842015; 41.752429;Luglié 2018;Luglié, C., 2018. Your path led trough the sea ... The emergence of Neolithic in Sardinia and Corsica. Quat. Int. 1–16. https://doi.org/10.1016/j.quaint.2017.12.032
566;Grotta di Pozzo;Abruzzo;Italy;West Mediterranean;TO-3420;8110;90;Long;Conventional;Charcoal;n.d;n.d;;;;Unit VI;-47 cm;Mesolithic;Early; Sauveterrian;106 tipological remains related to sauveterrian; 13.651136; 41.962308;Mussi et al. 2011;Mussi, M., Cancellieri, E., D’Angelo, E., Fiore, I., Melis, R.T., Russ, H., Salvadei, L. 2011. Ricerche a Grotta di Pozzo (AQ): 1992-2009. Atti del III convegno di Archeologia “Il Fuciono e le aree limitrofe nell’antichità”, pp. 92-106
567;Grotta di Pozzo;Abruzzo;Italy;West Mediterranean;TO-6084;8790;110;Long;Conventional;Charcoal;n.d;n.d;;;;Unit VI;;Mesolithic;Early; Sauveterrian;106 tipological remains related to sauveterrian; 13.651136; 41.962308;Mussi et al. 2011;Mussi, M., Cancellieri, E., D’Angelo, E., Fiore, I., Melis, R.T., Russ, H., Salvadei, L. 2011. Ricerche a Grotta di Pozzo (AQ): 1992-2009. Atti del III convegno di Archeologia “Il Fuciono e le aree limitrofe nell’antichità”, pp. 92-106
568;Grotta di Pozzo;Abruzzo;Italy;West Mediterranean;TO-6082;8840;100;Long;Conventional;Charcoal;n.d;n.d;;;;Unit VI;;Mesolithic;Early; Sauveterrian;106 tipological remains related to sauveterrian; 13.651136; 41.962308;Mussi et al. 2011;Mussi, M., Cancellieri, E., D’Angelo, E., Fiore, I., Melis, R.T., Russ, H., Salvadei, L. 2011. Ricerche a Grotta di Pozzo (AQ): 1992-2009. Atti del III convegno di Archeologia “Il Fuciono e le aree limitrofe nell’antichità”, pp. 92-106
569;Grotta di Pozzo;Abruzzo;Italy;West Mediterranean;TO-6081;9110;80;Long;Conventional;Charcoal;n.d;n.d;;;;Unit VI;;Mesolithic;Early; Sauveterrian;106 tipological remains related to sauveterrian; 13.651136; 41.962308;Mussi et al. 2011;Mussi, M., Cancellieri, E., D’Angelo, E., Fiore, I., Melis, R.T., Russ, H., Salvadei, L. 2011. Ricerche a Grotta di Pozzo (AQ): 1992-2009. Atti del III convegno di Archeologia “Il Fuciono e le aree limitrofe nell’antichità”, pp. 92-106
570;Grotta di Pozzo;Abruzzo;Italy;West Mediterranean;TO-3421;9140;70;Long;Conventional;Charcoal;n.d;n.d;;;;Unit VI;-109 cm;Mesolithic;Early; Sauveterrian;106 tipological remains related to sauveterrian; 13.651136; 41.962308;Mussi et al. 2011;Mussi, M., Cancellieri, E., D’Angelo, E., Fiore, I., Melis, R.T., Russ, H., Salvadei, L. 2011. Ricerche a Grotta di Pozzo (AQ): 1992-2009. Atti del III convegno di Archeologia “Il Fuciono e le aree limitrofe nell’antichità”, pp. 92-106
571;Grotta di Pozzo;Abruzzo;Italy;West Mediterranean;TO-3422;9370;80;Long;Conventional;Charcoal;n.d;n.d;;;;Unit VI;-71 cm;Mesolithic;Early; Sauveterrian;106 tipological remains related to sauveterrian; 13.651136; 41.962308;Mussi et al. 2011;Mussi, M., Cancellieri, E., D’Angelo, E., Fiore, I., Melis, R.T., Russ, H., Salvadei, L. 2011. Ricerche a Grotta di Pozzo (AQ): 1992-2009. Atti del III convegno di Archeologia “Il Fuciono e le aree limitrofe nell’antichità”, pp. 92-106
922;Seocka Pećina;Blk. Cetiña;Montenegro;West Balkans;SUERC-50661;8778;35;Short;AMS;Bone;Singular;Capra capreolus;;;;1006;Trench 1 (L22, layer 5);Mesolithic;Late;;; 19.096000; 42.332000;Boric et al. 2019;Boric, D., Borovinic, N., Duricic, L., Bulatovic, J., Gerometta, K., Filipovic, D., Allué, E., Vusovic-Lucic, Z., Cristiani, E. 2019. Spearheading into the Neolithic: last foragers and First Farmers in the Dinaric Alps of Montenegro. European Journal of Archaeology 22 (4), 470-498.
923;Seocka Pećina;Blk. Cetiña;Montenegro;West Balkans;SUERC-50662;8823;34;Short;AMS;Bone;Singular;Rupicapra rupicapra;;;;1006;Trench 1 (L22, layer 5);Mesolithic;Late;;; 19.096000; 42.332000;Boric et al. 2019;Boric, D., Borovinic, N., Duricic, L., Bulatovic, J., Gerometta, K., Filipovic, D., Allué, E., Vusovic-Lucic, Z., Cristiani, E. 2019. Spearheading into the Neolithic: last foragers and First Farmers in the Dinaric Alps of Montenegro. European Journal of Archaeology 22 (4), 470-498.
924;Seocka Pećina;Blk. Cetiña;Montenegro;West Balkans;SUERC-50660;8903;34;Short;AMS;Bone;Singular;Capra capreolus;;;;1006;Trench 2 (M29a, layer 7);Mesolithic;;;; 19.096000; 42.332000;Boric et al. 2019;Boric, D., Borovinic, N., Duricic, L., Bulatovic, J., Gerometta, K., Filipovic, D., Allué, E., Vusovic-Lucic, Z., Cristiani, E. 2019. Spearheading into the Neolithic: last foragers and First Farmers in the Dinaric Alps of Montenegro. European Journal of Archaeology 22 (4), 470-498.
925;Seocka Pećina;Blk. Cetiña;Montenegro;West Balkans;SUERC-50656;9311;55;Short;AMS;Bone;Singular;Capra capreolus;;;;1006;Trench 2 (M29a, layer 6);Mesolithic;;;; 19.096000; 42.332000;Boric et al. 2019;Boric, D., Borovinic, N., Duricic, L., Bulatovic, J., Gerometta, K., Filipovic, D., Allué, E., Vusovic-Lucic, Z., Cristiani, E. 2019. Spearheading into the Neolithic: last foragers and First Farmers in the Dinaric Alps of Montenegro. European Journal of Archaeology 22 (4), 470-498.
1026;Vruca;Blk. Podgorica;Montenegro;West Balkans;OxA-32282;6902;35;Short;AMS;Bone;Singular;Cervus elaphus;-19.91;2.4;;10YR 4/2;Quad. A5/2, layer 8;Mesolithic;Late;;; 19.356772; 42.506987;Boric et al. 2019;Boric, D., Borovinic, N., Duricic, L., Bulatovic, J., Gerometta, K., Filipovic, D., Allué, E., Vusovic-Lucic, Z., Cristiani, E. 2019. Spearheading into the Neolithic: last foragers and First Farmers in the Dinaric Alps of Montenegro. European Journal of Archaeology 22 (4), 470-498.
1027;Vruca;Blk. Podgorica;Montenegro;West Balkans;OxA-28274;6969;33;Short;AMS;Bone;Singular;Cervus elaphus;-19.51;1.3;;10YR 2/2;Quad. B4/2, layer 9;Mesolithic;Late;;; 19.356772; 42.506987;Boric et al. 2019;Boric, D., Borovinic, N., Duricic, L., Bulatovic, J., Gerometta, K., Filipovic, D., Allué, E., Vusovic-Lucic, Z., Cristiani, E. 2019. Spearheading into the Neolithic: last foragers and First Farmers in the Dinaric Alps of Montenegro. European Journal of Archaeology 22 (4), 470-498.
1028;Vruca;Blk. Podgorica;Montenegro;West Balkans;OxA-31133;8200;45;Short;AMS;Bone;Singular;Wildlife / fauna;-22.04;3.3;;10YR 4/4;Quad. B4/4, layer 21;Mesolithic;Late;Castelnovian;; 19.356772; 42.506987;Boric et al. 2019;Boric, D., Borovinic, N., Duricic, L., Bulatovic, J., Gerometta, K., Filipovic, D., Allué, E., Vusovic-Lucic, Z., Cristiani, E. 2019. Spearheading into the Neolithic: last foragers and First Farmers in the Dinaric Alps of Montenegro. European Journal of Archaeology 22 (4), 470-498.
310;Crvena Stijena;Blk. Niksic;Montenegro;West Balkans;Beta-211504;7650;40;Long;n.d;Charcoal;n.d;n.d;;;;II (upper 4a);E-F97;Mesolithic;Late;Castelnovian;; 18.487910; 42.799110;Templer 2016;Templer, M., 2016. What Happened to the Southern European Hunter-Gatherers at the Advent of Farming, between Western Anatolia and the Head of the Adriatic Sea (9000-4500 BC)? A narrative description based on the archaeological record (PhD in Prehistory). University of Neuchâthel, Neuchâthel.
311;Crvena Stijena;Blk. Niksic;Montenegro;West Balkans;Beta-211503;7630;40;Long;n.d;Charcoal;n.d;n.d;;;;II (upper 4a);E97;Mesolithic;Late;Castelnovian;; 18.487910; 42.799110;Templer 2016;Templer, M., 2016. What Happened to the Southern European Hunter-Gatherers at the Advent of Farming, between Western Anatolia and the Head of the Adriatic Sea (9000-4500 BC)? A narrative description based on the archaeological record (PhD in Prehistory). University of Neuchâthel, Neuchâthel.
312;Crvena Stijena;Blk. Niksic;Montenegro;West Balkans;Beta-211505;8830;40;Long;n.d;Charcoal;n.d;n.d;;;;Lower part 4b;Layer 4;Mesolithic;Early;;; 18.487910; 42.799110;Templer 2016;Templer, M., 2016. What Happened to the Southern European Hunter-Gatherers at the Advent of Farming, between Western Anatolia and the Head of the Adriatic Sea (9000-4500 BC)? A narrative description based on the archaeological record (PhD in Prehistory). University of Neuchâthel, Neuchâthel.
