Id Database record;Name_site;Province;Country;Region;Laboratory;CRA;Error;Life;Method;Sample;Type;Specie;13C;15N;CN;Level;SU or UE;Period;Phase;Cultural_horizon;Periodization;Cultural info;LongGM;LatGM;Short reference;Bibliography
977;São Julião;Distrito de Lisboa;Portugal;West Mediterranean;Sac-1724;7630;60;Short;n.d;Shell;n.d;Cerastodema edule;;;;;Sheelmidden C;Mesolithic;Late;Castelnovian A;Late Mesolithic;1 trapeze [Sousa & Soares 2016];-9.33112;38.92688;Carvalho 2009;Carvalho, A.F., 2009. O Mesolítico final em Portugal, in: Utrilla, P., Montes, L. (Eds.), El Mesolítico Geométrico En La Península Ibérica. Universidad de Zaragoza, Zaragoza, pp. 33–68.
978;São Julião;Distrito de Lisboa;Portugal;West Mediterranean;Sac-1796;7520;70;Short;n.d;Shell;n.d;Cerastodema edule;;;;;Sheelmidden C;Mesolithic;Late;Castelnovian A;Late Mesolithic;1 trapeze [Sousa & Soares 2016];-9.33112;38.92688;Carvalho 2009;Carvalho, A.F., 2009. O Mesolítico final em Portugal, in: Utrilla, P., Montes, L. (Eds.), El Mesolítico Geométrico En La Península Ibérica. Universidad de Zaragoza, Zaragoza, pp. 33–68.
979;São Julião;Distrito de Lisboa;Portugal;West Mediterranean;Sac-1801;7460;60;Short;n.d;Shell;n.d;Cerastodema edule;;;;;Sheelmidden C;Mesolithic;Late;Castelnovian A;Late Mesolithic;1 trapeze [Sousa & Soares 2016];-9.33112;38.92688;Carvalho 2009;Carvalho, A.F., 2009. O Mesolítico final em Portugal, in: Utrilla, P., Montes, L. (Eds.), El Mesolítico Geométrico En La Península Ibérica. Universidad de Zaragoza, Zaragoza, pp. 33–68.
980;São Julião;Distrito de Lisboa;Portugal;West Mediterranean;Sac-1803;7200;90;Short;n.d;Shell;n.d;Ruditapes sp.;;;;;Sheelmidden C;Mesolithic;Late;Castelnovian A;Late Mesolithic;1 trapeze [Sousa & Soares 2016];-9.33112;38.92688;Carvalho 2009;Carvalho, A.F., 2009. O Mesolítico final em Portugal, in: Utrilla, P., Montes, L. (Eds.), El Mesolítico Geométrico En La Península Ibérica. Universidad de Zaragoza, Zaragoza, pp. 33–68.
981;São Julião;Distrito de Lisboa;Portugal;West Mediterranean;ICEN-73;7610;80;Long;Conventional;Charcoal;n.d;n.d;;;;E.1.1;Sheelmidden A;Mesolithic;Late;Castelnovian A;Late Mesolithic;Prismatic core for blade / bladetes [Sousa & Soares 2016];-9.33112;39.08332;Bicho et al 2010;"Bicho, N., Umbelino, C., Detry, C., Pereira, T., 2010. The emergence of Muge Mesolithic shell middens in Central Portugal and the 8200 cal yr BP cold cvent. The Journal of Island and Coastal Archaeology, 5, 86104. 
https://doi.org/10.1080/15564891003638184"
982;Sao Pedro de Canaferrim;Distrito de Lisboa;Portugal;West Mediterranean;Beta-164712;7750;50;Short;AMS;Charcoal;Singular;Erica umbellata;;;;-;75;Mesolithic;Late;Castelnovian A;Late Mesolithic;Without archaeological context (Neolithic?);-9.39234;38.76661;López 2015;López López-Dóriga, I., 2015. La utilización de los recursos vegetales durante el Mesolítico y Neolítico en la costa atlántica de la península ibérica (PhD in Prehistory). Universidad de Cantabria, Santander.
1063;Toledo;Distrito de Setúbal;Portugal;West Mediterranean;TO-707;7800;110;Short;AMS;Bone;n.d;n.d;;;;Pandeiro 1;;Mesolithic;Early;Initial Mesolithic;Early Mesolithic;Flakes [Araujo 2011, monograph];-9.0166;39.4666;Marques-Gabriel 2015;Marques-Gabriel, S. 2015. La ictiofauna del Holoceno Inicial y Medio de Portugal Implicaciones tafonómicas, ecológicas y culturales. Universidad Autónoma de Madrid.
1073;Vale Boi;Distrito de Faro;Portugal;West Mediterranean;TO-12197;7500;90;Short;AMS;Bone;Singular;Human;-18.3;11.6;2.9;Terrace context;Layer 2 Burial 1;Mesolithic;Late;Castelnovian A;Late Mesolithic;Without archaeological context;-8.89574;37.05926;Carvalho 2009;Carvalho, A.F., 2009. O Mesolítico final em Portugal, in: Utrilla, P., Montes, L. (Eds.), El Mesolítico Geométrico En La Península Ibérica. Universidad de Zaragoza, Zaragoza, pp. 33–68.
1074;Vale da Fonte Moça;Distrito Santarem;Portugal;West Mediterranean;TO-11863;6650;60;Short;AMS;Bone;Bulk;Leporidae sp. + Sus sp.;;;;-;100-120;Mesolithic;Late;Castelnovian C;Late Mesolithic;* similar proportion of triangles and segments (+0.7%);-9.0166;38847;Carvalho 2008;Carvalho, A.F., 2008. A Neolitização do Portugal Meridional: Os exemplos do Maciço Calcário Estremenho e do Algarve Ocidental, Promontoria Monográfica. Universidade do Algarbe, Faro.
1075;Vale da Fonte Moça;Distrito Santarem;Portugal;West Mediterranean;TO-11864;6890;140;Short;AMS;Bone;Bulk;Mammal + bird;;;;-;50-60;Mesolithic;Late;Castelnovian C;Late Mesolithic;* similar proportion of triangles and segments (+0.7%);-9.0166;38847;Carvalho 2008;Carvalho, A.F., 2008. A Neolitização do Portugal Meridional: Os exemplos do Maciço Calcário Estremenho e do Algarve Ocidental, Promontoria Monográfica. Universidade do Algarbe, Faro.
1076;Vale de Cerdeira;Distrito de Braganza;Portugal;West Mediterranean;GrN-25614;6240;50;Long;Conventional;Charcoal;n.d;n.d;;;;Hearth;UE 1;Mesolithic;Late;Castelnovian C;Late Mesolithic;37 trapeze /  55 segment [Xavier et al. 2020];-8.1459;41.6327;Meireles 2010;Meireles, J., 2010. Os últimos caçadores-recolectores da serra da Cabreira (NO de Portugal). O Abrigo 1 de Vale de Cerdeira (Vieira do Minho), in: Bettencourt, L.M.A., Caetano, A., Monteiro-Rodrigues, S. (Eds.), Variaçoes Paleoambientais e Evoluçao Antrópica No Quaternário Do Ocidente Peninsular. APEQ – Associação Portuguesa para o Estudo do Quaternário, Braga, pp. 83–96.
1077;Vale de Cerdeira;Distrito de Braganza;Portugal;West Mediterranean;GrN-25613;6090;40;Long;Conventional;Charcoal;n.d;n.d;;;;Hearth;UE 1;Mesolithic;Late;Castelnovian C;Late Mesolithic;37 trapeze /  55 segment [Xavier et al. 2020];-8.1459;41.6327;Mereiles 2010;Meireles, J., 2010. Os últimos caçadores-recolectores da serra da Cabreira (NO de Portugal). O Abrigo 1 de Vale de Cerdeira (Vieira do Minho), in: Bettencourt, L.M.A., Caetano, A., Monteiro-Rodrigues, S. (Eds.), Variaçoes Paleoambientais e Evoluçao Antrópica No Quaternário Do Ocidente Peninsular. APEQ – Associação Portuguesa para o Estudo do Quaternário, Braga, pp. 83–96.
1078;Vale de Romeiras;Distrito de Setúbal;Portugal;West Mediterranean;ICEN-146;6970;70;Short;Conventional;Shell;Bulk;n.d;;;;Middle;;Mesolithic;Late;Castelnovian A;Late Mesolithic;* calibration between A & B;-8.42623;38.3538;Carvalho 2008;Carvalho, A.F., 2008. A Neolitização do Portugal Meridional: Os exemplos do Maciço Calcário Estremenho e do Algarve Ocidental, Promontoria Monográfica. Universidade do Algarbe, Faro.
1079;Vale de Romeiras;Distrito de Setúbal;Portugal;West Mediterranean;ICEN-150;7390;80;Short;Conventional;Shell;Bulk;n.d;;;;Middle;Layer 2;Mesolithic;Late;Castelnovian A;Late Mesolithic;High presence of trapezes [Arnaud 2000];-8.42623;38.3538;Zilhao 2000;Zilhão, J., 2000. From the mesolithic to the neolithic in the Iberian peninsular, in: Douglas, P.T. (Ed.), Europe’s First Farmers. The press syndicate of the University of Cambrigde, Cambridge, pp. 144–182.
1080;Vale de Romeiras;Distrito de Setúbal;Portugal;West Mediterranean;ICEN-144;7130;110;Short;Conventional;Bone;Bulk;n.d;;;;Middle;Layer 2;Mesolithic;Late;Castelnovian A;Late Mesolithic;High presence of trapezes [Arnaud 2000];-8.42623;38.3538;Zilhao 2000;Zilhão, J., 2000. From the mesolithic to the neolithic in the Iberian peninsular, in: Douglas, P.T. (Ed.), Europe’s First Farmers. The press syndicate of the University of Cambrigde, Cambridge, pp. 144–182.
1081;Vale de Romeiras;Distrito de Setúbal;Portugal;West Mediterranean;Ua-47983;6625;51;Short;AMS;Bone;Singular;Human;-20.5;7.7;3.4;;Burial 9 / layer 6;Mesolithic;Late;Castelnovian C;Late Mesolithic;* based on calibration;-8.42623;38.3538;Peyroteo-Stjerna 2016;Peyroteo-Stjerna , R., 2016. Death in the Mesolithic or the Mortuary Practices of the Last Hunter-Gatherers of the South-Western Iberian Peninsula, 7th–6th Millennium BCE, Occasional papers of Archaeology. University of Uppsala.
1082;Vale de Romeiras;Distrito de Setúbal;Portugal;West Mediterranean;Ua-46972;7640;55;Short;AMS;Bone;Singular;Human;-20.2;8.7;3.2;;Burial 19 / layer 5;Mesolithic;Late;Castelnovian A;Late Mesolithic;High presence of trapezes [Arnaud 2000];-8.42623;38.3538;Peyroteo-Stjerna 2016;Peyroteo-Stjerna , R., 2016. Death in the Mesolithic or the Mortuary Practices of the Last Hunter-Gatherers of the South-Western Iberian Peninsula, 7th–6th Millennium BCE, Occasional papers of Archaeology. University of Uppsala.
1083;Vale Marim;Distrito de Setúbal;Portugal;West Mediterranean;Beta-417016;7180;30;Long;AMS;Charcoal;Bulk;n.d;;;;2A;;Mesolithic;Late;Castelnovian A;Late Mesolithic;90% trapezes [Soares & Tavares 2018];-8.8304;37.9568;Soares et al. 2017;Soares, J., Mazzucco, N., Tavares da Silva, C., 2017. Marine adaptations in the Late Mesolithic of the Portuguese southwest coast: use-wear analysis of the lithic industry of Vale Marim I. Rev. Port. Arqueol. 20, 31–44.
1084;Vale Marim;Distrito de Setúbal;Portugal;West Mediterranean;Beta-373853;7170;40;Long;AMS;Charcoal;Singular;Arbutus unedo;;;;2A;;Mesolithic;Late;Castelnovian A;Late Mesolithic;90% trapezes [Soares & Tavares 2018];-8.8304;37.9568;Soares et al. 2017;Soares, J., Mazzucco, N., Tavares da Silva, C., 2017. Marine adaptations in the Late Mesolithic of the Portuguese southwest coast: use-wear analysis of the lithic industry of Vale Marim I. Rev. Port. Arqueol. 20, 31–44.
1085;Vale Marim;Distrito de Setúbal;Portugal;West Mediterranean;Beta-417015;7020;30;Long;AMS;Charcoal;Singular;Pinus sp.;;;;2A;;Mesolithic;Late;Castelnovian A;Late Mesolithic;90% trapezes [Soares & Tavares 2018];-8.8304;37.9568;Soares et al. 2017;Soares, J., Mazzucco, N., Tavares da Silva, C., 2017. Marine adaptations in the Late Mesolithic of the Portuguese southwest coast: use-wear analysis of the lithic industry of Vale Marim I. Rev. Port. Arqueol. 20, 31–44.
1089;Varzea de Mo;Distrito de Setúbal;Portugal;West Mediterranean;ICEN-273;6730;60;Short;Conventional;Shell;Bulk;n.d;;;;Middle;;Mesolithic;Late;Castelnovian C;Late Mesolithic;13 trapeze / 4 triangle /  40 segment [Marchand 2001];-8.42558;38.39859;Carvalho 2008;Carvalho, A.F., 2008. A Neolitização do Portugal Meridional: Os exemplos do Maciço Calcário Estremenho e do Algarve Ocidental, Promontoria Monográfica. Universidade do Algarbe, Faro.
1090;Varzea de Mo;Distrito de Setúbal;Portugal;West Mediterranean;Ua-46310;6305;44;Short;AMS;Bone;Singular;Human;-20.5;8.1;3.6;Bottom;Burial 1;Mesolithic;Late;Castelnovian C;Late Mesolithic;13 trapeze / 4 triangle /  40 segment [Marchand 2001];-8.42558;38.39859;Peyroteo-Stjerna 2016;Peyroteo-Stjerna , R., 2016. Death in the Mesolithic or the Mortuary Practices of the Last Hunter-Gatherers of the South-Western Iberian Peninsula, 7th–6th Millennium BCE, Occasional papers of Archaeology. University of Uppsala.
1095;Vidigal;Distrito de Faro;Portugal;West Mediterranean;Ly-4695;6640;90;Short;Conventional;Bone;n.d;Human;;;;Level 3;;Mesolithic;Late;Castelnovian C;Late Mesolithic;7 trapeze / 4 triangle /  18 segment [Vierra 1992];-8.69914;37.79517;Zilhao 2000;Zilhão, J., 2000. From the mesolithic to the neolithic in the Iberian peninsular, in: Douglas, P.T. (Ed.), Europe’s First Farmers. The press syndicate of the University of Cambrigde, Cambridge, pp. 144–182.
1097;Vidigal;Distrito de Faro;Portugal;West Mediterranean;Beta-452078;6800;30;Short;AMS;Bone;Singular;Cervus elaphus;21.1;;;Level 4;;Mesolithic;Late;Castelnovian C;Late Mesolithic;7 trapeze / 4 triangle /  18 segment [Vierra 1992];-8.69914;37.79517;Soares y Silva 2017;Soares, J., Tavares da Silva, C., 2017. Living in the southwest Portuguese coast during the Late Mesolithic: The case study of Vale Marim I. J. Archaeol. Sci. Rep. https://doi.org/10.1016/j.jasrep.2017.11.019
3638;Moita da Sebastiao;Distrito de Setúbal;Portugal;West Mediterranean;Beta-447682;7280;40;Short;AMS;Bone;Singular;Human;-17.4;10.4;3.3;Basal Sand;Burial 7;Mesolithic;Late;Castelnovian A;Late Mesolithic;302 trapeze / 9 triangle [Roche 1960] * General lithic overview;-8.5607;39.11194;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3639;Cabeço da Amoreira;Distrito Santarem;Portugal;West Mediterranean;Beta-447686;6770;40;Short;AMS;Bone;Singular;Human;-15.7;13;3.4;Upper layer / Burial 3;;Mesolithic;Late;Castelnovian B;Late Mesolithic;without archaeological remains relation;-8.48635;39.12782;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3640;Cabeço da Amoreira;Distrito Santarem;Portugal;West Mediterranean;UOC-913;7341;53;Short;AMS;Bone;Singular;Human;-15.7;12.5;3.2;Burial CAM-00-01 / Jean Roche area (below shellmidden);;Mesolithic;Late;Castelnovian B;Late Mesolithic;without archaeological remains relation;-8.48635;39.12782;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3641;Cabeço da Amoreira;Distrito Santarem;Portugal;West Mediterranean;Beta-447683;6890;30;Short;AMS;Bone;Singular;Human;-15.3;16.1;3.3;Basal sand / 1;;Mesolithic;Late;Castelnovian B;Late Mesolithic;without archaeological remains relation;-8.48635;39.12782;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3642;Cabeço da Amoreira;Distrito Santarem;Portugal;West Mediterranean;Ua-58119;6805;35;Short;AMS;Bone;Singular;Human;-18.9;9.6;3.3;Upper layer / 2?;;Mesolithic;Late;Castelnovian B;Late Mesolithic;without archaeological remains relation;-8.48635;39.12782;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3643;Cabeço da Amoreira;Distrito Santarem;Portugal;West Mediterranean;Beta-447685;6970;30;Short;AMS;Bone;Singular;Human;-16.4;11.9;3.3;Upper layer / 10;;Mesolithic;Late;Castelnovian B;Late Mesolithic;without archaeological remains relation;-8.48635;39.12782;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3644;Cabeço da Amoreira;Distrito Santarem;Portugal;West Mediterranean;Beta-447688;7040;30;Short;AMS;Bone;Singular;Human;-15.3;13;3.3;Upper layer / 3?;;Mesolithic;Late;Castelnovian B;Late Mesolithic;without archaeological remains relation;-8.48635;39.12782;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3645;Cabeço da Amoreira;Distrito Santarem;Portugal;West Mediterranean;Ua-56456;6984;32;Short;AMS;Bone;Singular;Human;-16.4;13.8;3.4;1.3 from top / 6;;Mesolithic;Late;Castelnovian B;Late Mesolithic;without archaeological remains relation;-8.48635;39.12782;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3646;Cabeço da Amoreira;Distrito Santarem;Portugal;West Mediterranean;Wk-35718;7056;34;Short;AMS;Bone;Singular;Human;-15.4;13.3;3.3;2b Burial 2012.3;;Mesolithic;Late;Castelnovian B;Late Mesolithic;without archaeological remains relation;-8.48635;39.12782;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3647;Cabeço da Amoreira;Distrito Santarem;Portugal;West Mediterranean;Beta-447687;7090;40;Short;AMS;Bone;Singular;Human;-15.9;12.4;3.3;;;Mesolithic;Late;Castelnovian B;Late Mesolithic;without archaeological remains relation;-8.48635;39.12782;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3648;Cabeço da Amoreira;Distrito Santarem;Portugal;West Mediterranean;Beta-447684;7160;40;Short;AMS;Bone;Singular;Human;-16.3;11.9;3.3;Deep layer / 9;;Mesolithic;Late;Castelnovian B;Late Mesolithic;without archaeological remains relation;-8.48635;39.12782;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3649;Cabeço da Arruda;Distrito Santarem;Portugal;West Mediterranean;Beta-447681;7070;40;Short;AMS;Bone;Singular;Human;-17;11.3;3.3;Basal sand (Layer D);Burial 3 (89 Roche);Mesolithic;Late;Castelnovian n.d;Late Mesolithic;;-8.52185;39.1868;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3650;Cabeço da Arruda;Distrito Santarem;Portugal;West Mediterranean;Beta-447680;7260;30;Short;AMS;Bone;Singular;Human;-18.1;10.9;3.2;0.30 from bottom;Burial 8 (layer 87-89 Roche);Mesolithic;Late;Castelnovian n.d;Late Mesolithic;;-8.52185;39.1868;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3651;Cabeço da Arruda;Distrito Santarem;Portugal;West Mediterranean;Ua-56457;6647;32;Short;AMS;Bone;Singular;Human;-18.3;13.6;3.6;unknown;Burial B;Mesolithic;Late;Castelnovian n.d;Late Mesolithic;;-8.52185;39.1868;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3652;Cova da Onça;Distrito Santarem;Portugal;West Mediterranean;Beta-447677;6680;30;Short;AMS;Bone;Singular;Human;-15.7;13.5;3.4;Unknown;;Mesolithic;Late;Castelnovian B;Late Mesolithic;2 trapeze / 3 triangles [ Paço 1938];-8.71517;39.06579;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3653;Cova da Onça;Distrito Santarem;Portugal;West Mediterranean;Beta-447674;6660;40;Short;AMS;Bone;Singular;Human;-14.9;13.6;3.4;Unknown;;Mesolithic;Late;Castelnovian B;Late Mesolithic;2 trapeze / 3 triangles [ Paço 1938];-8.71517;39.06579;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3654;Cova da Onça;Distrito Santarem;Portugal;West Mediterranean;Beta-447675;6830;40;Short;AMS;Bone;Singular;Human;-15.8;13.2;3.3;Unknown;;Mesolithic;Late;Castelnovian B;Late Mesolithic;2 trapeze / 3 triangles [ Paço 1938];-8.71517;39.06579;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3655;Cova da Onça;Distrito Santarem;Portugal;West Mediterranean;Beta-447676;7170;40;Short;AMS;Bone;Singular;Human;-16.1;11.9;3.3;Unknown;;Mesolithic;Late;Castelnovian B;Late Mesolithic;2 trapeze / 3 triangles [ Paço 1938];-8.71517;39.06579;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3656;Arapouco;Distrito de Lisboa;Portugal;West Mediterranean;Beta-447689;7230;30;Short;AMS;Bone;Singular;Human;-17;12.5;3.4;Unknown;Burial 2A;Mesolithic;Late;Castelnovian A;Late Mesolithic;83 trapeze / 11 triangle / 7 segment / 5 nd [Diniz y Nukushina 2012];-8.51006;38.31013;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3657;Cabeço do Pez;Distrito de Setúbal;Portugal;West Mediterranean;Beta-447690;6860;40;Short;AMS;Bone;Singular;Human;-18.3;11.4;3.3;Layer 4 (Santos et al. 1974);Burial 4, Burial area A;Mesolithic;Late;Castelnovian B;Late Mesolithic;5 trapeze / 7 triangle / 1 segment  [Santos et al. 1974];-8.42844;38.3528;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3658;Fiais;Distrito de Faro;Portugal;West Mediterranean;Ua-59360;7038;38;Short;AMS;Bone;Singular;Human;-14.2;13.8;3.3;Northern block;XIV (Square E10) Burial 1;Mesolithic;Late;Castelnovian B;Late Mesolithic;6 trapeze / 9 triangle / 4 segment [Vierra 1995];-8.66771;37.51617;Peyroteo-Stjerna 2021;Peyroteo-Stjerna, R., 2021. Chronology of the burial activity of the last hunter-gatherers in the southwestern Iberian peninsula, Portugal. Radiocarbon 63(1) 265-299
3843;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Beta-428659;7830;30;Short;AMS;Bone;Singular;Capreolus capreolus;;;;Layer 18;L18;Mesolithic;Early;Indeterminate;Early Mesolithic;Denticulates;4.42;44.27;Defranould et al. 2022;Defranould, E., Philibert, S., Perrin, T. 2022. Evolutionary dynamics of Armatures in Southern France in the Late Mesolithic and Early Neolithic. Open Archaeology 8: 905-924
3844;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Beta-432166;7760;30;Short;AMS;Seed / Fruit;Singular;Vitis sp.;;;;Layer 16;L16;Mesolithic;Early / Late;Mixed cultural horizons;Early / Late Mesolithic;34 BG2 / Denticulates;4.42;44.27;Defranould et al. 2022;Defranould, E., Philibert, S., Perrin, T. 2022. Evolutionary dynamics of Armatures in Southern France in the Late Mesolithic and Early Neolithic. Open Archaeology 8: 905-924
3845;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Ly-542;7540;160;Short;AMS;Bone;Singular;Wildlife / fauna;;;;Layer 16;L16;Mesolithic;Early / Late;Mixed cultural horizons;Early / Late Mesolithic;34 BG2 / Denticulates;4.42;44.27;Defranould et al. 2022;Defranould, E., Philibert, S., Perrin, T. 2022. Evolutionary dynamics of Armatures in Southern France in the Late Mesolithic and Early Neolithic. Open Archaeology 8: 905-924
3846;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Ly-496;7020;140;Long;Conventional;Sediment;Bulk;Organic material;;;;Layer 14;L14;Mesolithic;Late;Castelnovian A;Late Mesolithic;62 BG1;4.42;44.27;Defranould et al. 2022;Defranould, E., Philibert, S., Perrin, T. 2022. Evolutionary dynamics of Armatures in Southern France in the Late Mesolithic and Early Neolithic. Open Archaeology 8: 905-924
3847;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Ly-495;6440;230;Long;Conventional;Sediment;Bulk;Organic material;;;;Layer 14;L14;Mesolithic;Late;Castelnovian A;Late Mesolithic;62 BG1;4.42;44.27;Defranould et al. 2022;Defranould, E., Philibert, S., Perrin, T. 2022. Evolutionary dynamics of Armatures in Southern France in the Late Mesolithic and Early Neolithic. Open Archaeology 8: 905-924
3848;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;MC-729;6440;230;Long;Conventional;Charcoal;Bulk;n.d;;;;Layer 13;L13D;Mesolithic;Late;Castelnovian A;Late Mesolithic;156 BG1 / 1 BG2;4.42;44.27;Defranould et al. 2022;Defranould, E., Philibert, S., Perrin, T. 2022. Evolutionary dynamics of Armatures in Southern France in the Late Mesolithic and Early Neolithic. Open Archaeology 8: 905-924
3850;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;Ly-494;6230;150;Long;Conventional;Charcoal;Bulk;n.d;;;;Layer 8;L8;Mesolithic;Late;Castelnovian B;Late Mesolithic;14 BG1 / 1 BG2 / 4 GB3;4.42;44.27;Defranould et al. 2022;Defranould, E., Philibert, S., Perrin, T. 2022. Evolutionary dynamics of Armatures in Southern France in the Late Mesolithic and Early Neolithic. Open Archaeology 8: 905-924
3851;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;MC-728;6880;100;Long;Conventional;Charcoal;Bulk;n.d;;;;Layer 8;L8;Mesolithic;Late;Castelnovian A;Late Mesolithic;14 BG1 / 1 BG2 / 4 GB3;4.42;44.27;Defranould et al. 2022;Defranould, E., Philibert, S., Perrin, T. 2022. Evolutionary dynamics of Armatures in Southern France in the Late Mesolithic and Early Neolithic. Open Archaeology 8: 905-924
3852;Baume Montclus;R. Languedoc-Roussillon;France;West Mediterranean;MC-695;6440;100;Long;Conventional;Charcoal;Bulk;n.d;;;;Layer 5;L5;Mesolithic;;Mixed cultural horizons;Late Mesolithic;1 BG1 / 5 BG2 / 25 GB3;4.42;44.27;Defranould et al. 2022;Defranould, E., Philibert, S., Perrin, T. 2022. Evolutionary dynamics of Armatures in Southern France in the Late Mesolithic and Early Neolithic. Open Archaeology 8: 905-924
3867;Cuzoul de Gramat;R. Midi Pyrenées;France;West Mediterranean;Ly-14921;6780;45;Long;Conventional;Charcoal;n.d;n.d;;;;;SG5100;Mesolithic;;Indeterminate;Late Mesolithic;;1.7234;44.7811;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
3868;Cuzoul de Gramat;R. Midi Pyrenées;France;West Mediterranean;Lyon-6705;6275;40;Long;Conventional;Charcoal;n.d;n.d;;;;;SP 2820;Mesolithic;;Indeterminate;Late Mesolithic;;1.7234;44.7811;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
3869;Cuzoul de Gramat;R. Midi Pyrenées;France;West Mediterranean;Lyon-6706;7060;45;Long;Conventional;Charcoal;n.d;n.d;;;;;SG5100;Mesolithic;;Indeterminate;Late Mesolithic;;1.7234;44.7811;Perrin et al. 2018;Perrin, T., Manen, C., Valdeyron, N., & Guilaine, J. (2018). Beyond the sea… The Neolithic transition in the southwest of France. Quaternary International, 470, 318-332. 
